intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1537000,0.02113150477761738,0.6212611156022635,0.02113150477761738,0.02030750706247395,1.711776187378009,1.0,0.9889818673933456,gtdb/gtdb_sketch,>NZ_CP044352.1 Xylella fastidiosa strain ATCC 35879 chromosome complete genome,67d3004f9947144f98220834394d1d74,0.6212611156022635,1537000,10,27326000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8830097470935756,0.9847623247523112,0.9338860359229434,0.9847623247523112,False,2631,38279,129558
1529000,0.021021516463875713,0.27805145046524354,0.02095277376778717,0.0150125812377468,1.276246719160105,1.0,0.5592811115189164,gtdb/gtdb_sketch,>NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1 whole genome shotgun sequence,d88f3c512ece432b111f094181484852,0.2789636927567962,1524000,11,25802000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.882861113811649,0.959653477503029,0.921257295657339,0.959653477503029,False,1945,40224,129558
1504000,0.02067780298343301,0.4288977727013135,0.020650305904997595,0.02712298738788805,2.3395472703062583,2.0,3.476076780181969,gtdb/gtdb_sketch,>NZ_LN679998.1 Paeniclostridium sordellii strain ATCC 9714 chromosome 1,07ccbf2c228e4dfc9867e2c8707ef227,0.42946887492861224,1502000,12,24300000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8823917358967461,0.973103617221702,0.9277476765592241,0.973103617221702,False,3514,43738,129558
1485000,0.020416580738296556,0.5325379609544468,0.020251598267684058,0.01974405285663564,1.736591989137814,1.0,1.0343055535623833,gtdb/gtdb_sketch,>NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1 whole genome shotgun sequence,7d960e9cbf125d40a1763c7d929965a3,0.5368763557483731,1473000,13,22827000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8820299311853931,0.9801358331720209,0.9310828821787069,0.9801358331720209,False,2558,46296,129558
1423000,0.019564171306798654,0.2674684994272623,0.019261703444009074,0.014881365874743358,1.3761598857958601,1.0,0.7635353644783739,gtdb/gtdb_sketch,>NZ_BAKM01000160.1 Bacteroides sartorii JCM 17136 = DSM 21941 strain JCM 17136 whole genome shotgun sequence,353190f92d01efc1dc08673995d84562,0.27166857579228715,1401000,14,21426000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8808173354700299,0.9588335165873112,0.9198254260286706,0.9588335165873112,False,1928,48224,129558
1395000,0.019179212208702827,0.5067297198981447,0.019151715130267408,0.018323839515892497,1.704235463029433,1.0,1.0630331560492856,gtdb/gtdb_sketch,>NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome complete genome,185d23ed7456f793b36f5c5f7f0a4c80,0.5074572571844307,1393000,15,20033000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8802528584150278,0.9783556491540409,0.9293042537845344,0.9783556491540409,False,2374,50598,129558
1317000,0.018106826149721592,0.25803842264914056,0.01754313604179556,0.013839361521480726,1.4051724137931034,1.0,0.7404172879141437,gtdb/gtdb_sketch,>BAIW01000265.1 Bacteroides acidifaciens JCM 10556 DNA contig: JCM10556.contig00265 whole genome shotgun sequence,8856d3c2763c8137d4e6e714be65cfe4,0.2663296258847321,1276000,16,18757000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8786205678186516,0.9582198086162863,0.918420188217469,0.9582198086162863,False,1793,52391,129558
1260000,0.017323159414312228,0.368096357226792,0.01722691963978827,0.017752666759289278,1.8355945730247407,2.0,2.3442944069793477,gtdb/gtdb_sketch,>NZ_LT575468.1 Plesiomonas shigelloides strain NCTC10360 chromosome 1 complete sequence,7064ec687630bcaae7944e4e2b2fb844,0.3701527614571093,1253000,17,17504000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8773674524456134,0.9684491141736485,0.9229082833096309,0.9684491141736485,False,2300,54691,129558
1108000,0.015233381453220595,0.46486028789161726,0.015095896061043513,0.012573519196035752,1.4836065573770492,1.0,0.8451107201757103,gtdb/gtdb_sketch,>NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome complete genome,573514f3d349904ef56eb74c28c247d7,0.4690939881456393,1098000,18,16406000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8737365961452542,0.975877892414115,0.9248072442796846,0.975877892414115,False,1629,56320,129558
1056000,0.014518457413899772,0.3341772151898734,0.014518457413899772,0.010829126723166459,1.3285984848484849,1.0,0.5990651854025075,gtdb/gtdb_sketch,>NZ_AP012331.1 Bifidobacterium scardovii JCM 12489 = DSM 13734 strain JCM 12489 chromosome complete genome,56a7d6f463e940498ffaf9f890248c67,0.3341772151898734,1056000,19,15350000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8723828355680869,0.9652602322228772,0.918821533895482,0.9652602322228772,False,1403,57723,129558
1048000,0.014408469100158108,0.15392561983471073,0.014339726404069568,0.009177356859476064,1.1399808245445828,1.0,0.41260438362767504,gtdb/gtdb_sketch,>NZ_LN831029.1 Achromobacter xylosoxidans strain NCTC10807 chromosome 1 complete sequence,6dd0a7ca6850c99ecb90e4706a47c1d3,0.15466351829988192,1043000,20,14307000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8721688578798781,0.9415669851264028,0.9068679215031404,0.9415669851264028,False,1189,58912,129558
1045000,0.014367223482504984,0.5415800415800416,0.014325977864851859,0.012673860355979562,1.5758157389635317,1.0,1.1535269110731414,gtdb/gtdb_sketch,>NZ_JRNB01000001.1 Peptostreptococcus sp. MV1 contig001 whole genome shotgun sequence,85e6c55be29b1d33fc0861052114e452,0.5431392931392931,1042000,21,13265000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8720882084835967,0.9805025988626926,0.9262954036731447,0.9805025988626926,False,1642,60554,129558
919000,0.012634907541073761,0.4972943722943723,0.012634907541073761,0.021002176631315705,2.9608269858541894,2.0,4.171590242164366,gtdb/gtdb_sketch,>NZ_AINS01000187.1 Campylobacter coli LMG 9860 n_392_l_219_c_87.132423 whole genome shotgun sequence,7625be1bcf7225eea88728fe10c3c15c,0.4972943722943723,919000,22,12346000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.86848113516558,0.9777173908748303,0.9230992630202052,0.9777173908748303,False,2721,63275,129558
820000,0.011273802158520658,0.3851224105461394,0.01124630508008524,0.009949211935966902,1.575794621026895,1.0,1.039442636461625,gtdb/gtdb_sketch,>PNGU01000001.1 Streptococcus sp. UMB1385 ERR1203659.17957_1_71.1 whole genome shotgun sequence,886ed5d8e4351ce23bc7af9c075422a7,0.3860640301318267,818000,23,11528000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8652937395632884,0.9697648313579346,0.9175292854606114,0.9697648313579346,False,1289,64564,129558
803000,0.011040076991819619,0.2403472014366956,0.011040076991819619,0.007695395112613656,1.2415940224159403,1.0,0.5318390280386448,gtdb/gtdb_sketch,>NZ_BBNM01000033.1 Acinetobacter soli strain KCTC 22184 whole genome shotgun sequence,3e99fbe58ee5eee8be1bf163611fae23,0.2403472014366956,803000,24,10725000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8647091764466925,0.9550521063796019,0.9098806414131473,0.9550521063796019,False,997,65561,129558
763000,0.010490135423111294,0.2288721804511278,0.010462638344675878,0.009408913382423317,1.6018396846254928,1.0,0.9863439602587568,gtdb/gtdb_sketch,>GG662017.1 Coprococcus comes ATCC 27758 genomic scaffold Scfld12 whole genome shotgun sequence,9b5d1832f89231bd6e1acd3ea134caea,0.2294736842105263,761000,25,9964000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8632850675186917,0.9536268716268232,0.9084559695727574,0.9536268716268232,False,1219,66780,129558
725000,0.009967690932838386,0.32508992805755393,0.00994019385440297,0.018377869371246854,3.293222683264177,3.0,2.3882598951166094,gtdb/gtdb_sketch,>NC_013520.1 Veillonella parvula DSM 2008 complete sequence,bb6c752a62c434e57bfc3292c79595c6,0.32598920863309355,723000,26,9241000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8618635905219681,0.9644881101283241,0.9131758503251461,0.9644881101283241,False,2381,69161,129558
718000,0.009871451158314429,0.18423127463863337,0.009637725991613392,0.006622516556291391,1.223965763195435,1.0,0.5093104274644193,gtdb/gtdb_sketch,>NZ_KB849785.1 Acinetobacter pittii ATCC 19004 = CIP 70.29 acLZE-supercont1.1 whole genome shotgun sequence,47d5ec9bdb7c34298730b17b99d4395c,0.18869908015768724,701000,27,8540000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8615938948401897,0.9476276735757276,0.9046107842079587,0.9476276735757276,False,858,70019,129558
683000,0.009390252285694645,0.3470737913486005,0.009376503746476937,0.017914756325352353,3.403225806451613,3.0,2.853745006463379,gtdb/gtdb_sketch,>NC_009513.1 Limosilactobacillus reuteri subsp. reuteri complete sequence,b9868691d1c5cbf862cc45459138b40a,0.3475826972010178,682000,28,7858000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8602060491410969,0.9664856811159297,0.9133458651285133,0.9664856811159297,False,2321,72340,129558
701000,0.009637725991613392,0.3416009019165727,0.00833161476593112,0.01158554469812748,2.4768976897689767,2.0,1.8035427949718834,gtdb/gtdb_sketch,>NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1 complete sequence,994264bea4a8da9a482fdf4dedb8abbb,0.395152198421646,606000,29,7252000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8609281767097873,0.9704929839906591,0.9157105803502232,0.9704929839906591,False,1501,73841,129558
624000,0.008579088471849867,0.34067796610169493,0.008290369148277995,0.007108785254480619,1.527363184079602,1.0,0.8486634770536085,gtdb/gtdb_sketch,>NZ_UHFC01000002.1 Streptococcus constellatus strain NCTC11325 whole genome shotgun sequence,01094f9e3318c90bb1e3800ff8124ee3,0.3525423728813559,603000,30,6649000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.857702767075268,0.9669275036768091,0.9123151353760386,0.9669275036768091,False,921,74762,129558
540000,0.007424211177562384,0.1301252148293641,0.007286725785385303,0.004932153938776456,1.2056603773584906,1.0,0.5076453576905469,gtdb/gtdb_sketch,>NZ_CP011968.1 Clostridioides difficile ATCC 9689 = DSM 1296 chromosome complete genome,fab5f1f84cda4e558344ecb9a786fe91,0.13258040756199363,530000,31,6119000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8537118319589786,0.9368992304936621,0.8953055312263203,0.9368992304936621,False,639,75401,129558
1226000,0.016855709080910154,0.12303726271385049,0.0072179830892967626,0.008158508158508158,2.013333333333333,1.0,1.6241666972073587,gtdb/gtdb_sketch,>NZ_CP013243.1 Clostridium sporogenes strain CDC_1632 chromosome complete genome,bbb1eb07b54e79d555365e7c14c65caa,0.2873213030232013,525000,32,5594000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8765935912067336,0.9605677341614934,0.9185806626841135,0.9605677341614934,False,1057,76458,129558
501000,0.006888018148071768,0.05898366606170599,0.004468275245755138,0.0026629000138933914,1.0615384615384615,1.0,0.26468693129361925,gtdb/gtdb_sketch,>NZ_CP046176.1 Phocaeicola dorei strain DSM 17855 chromosome complete genome,f906f0ea3324bc6db880a742f3f0b0ba,0.09092558983666062,325000,33,5269000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8516499120278391,0.9255699153574355,0.8886099136926373,0.9255699153574355,False,345,76803,129558
713000,0.009802708462225888,0.0713060524381279,0.004000824912353062,0.0038206826286296485,1.7010309278350515,1.0,0.9175450787574744,gtdb/gtdb_sketch,>NZ_CP023667.1 Alcaligenes faecalis strain DSM 30030 chromosome complete genome,759871be8d27296b8f5a9cae6165847a,0.17471208037245772,291000,34,4978000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.861399692659,0.9452763761224727,0.9033380343907363,0.9452763761224727,False,495,77298,129558
712000,0.00978895992300818,0.09886674482219616,0.003478380422080154,0.0061825591626916135,3.16600790513834,3.0,1.9811639370309702,gtdb/gtdb_sketch,>CAAEOZ010000001.1 TPA_asm: uncultured Veillonella sp. isolate HGM14188 WGS project CAAEOZ010000000 data contig: ERS537359_13_k99_174 whole genome shotgun sequence,1c3ea5fbf00ea2a5dc8cb8d21cd793e8,0.2782336850332161,253000,35,4725000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8613606941152698,0.9595723658917928,0.9104665300035313,0.9595723658917928,False,801,78099,129558
588000,0.008084141060012373,0.11592571750140687,0.0028321990788478723,0.005742601769091835,3.6116504854368934,3.0,2.657588547452052,gtdb/gtdb_sketch,>CP027805.1 Limosilactobacillus reuteri strain WHH1689 chromosome complete genome,7cd12a10b78eb2b05aeaa26811d005ae,0.3308947664603264,206000,36,4519000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.856060224693589,0.9649529224305652,0.9105065735620771,0.9649529224305652,False,744,78843,129558
440000,0.006049357255791572,0.03592029365495543,0.0018835498728260122,0.0014047762392133253,1.3284671532846715,1.0,0.7746860824187796,gtdb/gtdb_sketch,>NZ_JABELE010000010.1 Acinetobacter sp. J00019 NODE_10_length_168767_cov_80.450471 whole genome shotgun sequence,b5c01d9e512fe43b9ac2450a2751c9ff,0.11536444677503933,137000,37,4382000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8480905681614603,0.9327048985376435,0.8903977333495519,0.9327048985376435,False,182,79025,129558
906000,0.012456176531243555,0.017889908256880735,0.0016085790884718498,0.0013275907315642415,1.4700854700854702,1.0,0.7229172804714701,gtdb/gtdb_sketch,>NC_009656.1 Pseudomonas aeruginosa PA7 complete sequence,3f469be099869ecf6a0b1093fb97aad5,0.13853211009174313,117000,38,4265000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8680820948926995,0.9382273288721198,0.9031547118824097,0.9382273288721198,False,172,79197,129558
581000,0.007987901285488416,0.02687235630753919,0.0014848422355124768,0.001358464934623875,1.6296296296296295,1.0,0.7768954430890012,gtdb/gtdb_sketch,>JABXIW010000006.1 Gammaproteobacteria bacterium isolate HF-Din17 c_000000000188 whole genome shotgun sequence,35cfb10834eb21d5e18ebe7d4a871aab,0.14456332421000248,108000,39,4157000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8557295678978968,0.9395179908817151,0.8976237793898059,0.9395179908817151,False,176,79373,129558
1566000,0.021530212414930913,0.018658122879758765,0.0013611053825531038,0.001296716528504608,1.696969696969697,1.0,1.1232577571424627,gtdb/gtdb_sketch,>NC_004722.1 Bacillus cereus ATCC 14579 complete sequence,a0f3eb591e9bf4e41c1df1e628491303,0.2951375800980023,99000,40,4058000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.883542337828153,0.9613997758091022,0.9224710568186276,0.9613997758091022,False,168,79541,129558
452000,0.00621433972640407,0.021253524181305574,0.0013473568433353955,0.0013353092823291499,1.7653061224489797,1.0,1.6212933890039214,gtdb/gtdb_sketch,>NZ_CP015401.2 Bacteroides caecimuris strain I48 chromosome complete genome,fce21236a84451ec2097370a1feb8cb5,0.09802645846887877,98000,41,3960000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8488270153730942,0.9278177730539002,0.8883223942134972,0.9278177730539002,False,173,79714,129558
99000,0.0013611053825531038,0.021148708815672306,0.0013061112256822713,0.007139659457540253,9.736842105263158,4.0,13.618262139932225,gtdb/gtdb_sketch,>NZ_CDDK01000001.1 Aeromonas veronii bv. veronii strain CECT 4257 whole genome shotgun sequence,3dab92ddf480177b43b57ddcb49cc025,0.022039180765805876,95000,42,3865000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8082484775087688,0.8842085128780225,0.8462284951933956,0.8842085128780225,False,925,80639,129558
456000,0.006269333883274902,0.045925925925925926,0.001278614147246855,0.0023618765340619645,3.2903225806451615,3.0,1.7935406513332053,gtdb/gtdb_sketch,>NZ_CP059275.1 Limosilactobacillus reuteri strain CNEI-KCA3 chromosome complete genome,93a845da092ec0a0a66b3ccebc78f4aa,0.22518518518518518,93000,43,3772000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8490682980625305,0.9530467124440916,0.901057505253311,0.9530467124440916,False,306,80945,129558
487000,0.006695538599023854,0.015488338192419826,0.0011686258335051902,0.0014665246453325924,2.235294117647059,1.0,4.202651988569149,gtdb/gtdb_sketch,>NZ_CCDF01000001.1 Klebsiella quasipneumoniae subsp. quasipneumoniae strain 01A030 whole genome shotgun sequence,50c7612c5205c95be5b6aeb2fea246f5,0.08873906705539358,85000,44,3687000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8508716406563311,0.9248434417599237,0.8878575412081274,0.9248434417599237,False,190,81135,129558
377000,0.0051831992850759605,0.025388291517323774,0.0011686258335051902,0.0009879744979082727,1.5058823529411764,1.0,1.0131317713699286,gtdb/gtdb_sketch,>NZ_JAAIMM010000099.1 Coprococcus comes strain MSK.16.63 NODE_100_length_772_cov_1680.08 whole genome shotgun sequence,5690dda55028fe4b6db542ea10f1886c,0.11260454002389486,85000,45,3602000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8438735054568757,0.9319766446441701,0.8879250750505229,0.9319766446441701,False,128,81263,129558
575000,0.007905410050182167,0.021119324181626188,0.0010998831374166495,0.0013044350792695164,2.1125,1.0,1.5731636119615786,gtdb/gtdb_sketch,>NZ_LHUL01000001.1 Clostridium botulinum strain ATCC 25763 contig_1 whole genome shotgun sequence,fb69bfb6fb153989d878020d92f1379c,0.15179514255543822,80000,46,3522000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8554430647196136,0.9409985705246728,0.8982208176221432,0.9409985705246728,False,169,81432,129558
313000,0.004303292775142641,0.0436046511627907,0.0010311404413281089,0.0018756078358727365,3.24,2.0,5.423012692836581,gtdb/gtdb_sketch,>JACRSG010000001.1 Campylobacter jejuni strain GP013 Consensus_1 whole genome shotgun sequence,984b1cdc940a529853a29eb2ed120120,0.1819767441860465,75000,47,3447000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8388242874245858,0.9465194547150699,0.8926718710698278,0.9465194547150699,False,243,81675,129558
384000,0.005279439059599917,0.018686737607059436,0.0009898948236749846,0.0006869510180768459,1.2361111111111112,1.0,0.5398831034882448,gtdb/gtdb_sketch,>NZ_NQXJ01000025.1 Acinetobacter pittii strain MCR8900 111 whole genome shotgun sequence,cf97e613400b73740b62438f86836c2b,0.09966260057098365,72000,48,3375000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.844374462124527,0.9283133319158703,0.8863438970201987,0.9283133319158703,False,89,81764,129558
437000,0.0060081116381384475,0.013845835916511676,0.000921152127586444,0.0007332623226662962,1.4179104477611941,1.0,0.69431064773809,gtdb/gtdb_sketch,>NZ_CAEUHO010000001.1 Bacteroides acidifaciens isolate NZ_B_acidifaciens_9G3_hyb whole genome shotgun sequence,ff1389d5c4ffa82ad58ba04dfda881d1,0.09030791485844182,67000,49,3308000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8479034198262557,0.9253664207116489,0.8866349202689523,0.9253664207116489,False,95,81859,129558
418000,0.005746889393001994,0.030181086519114688,0.0008249123530624871,0.001420213340743142,3.066666666666667,3.0,1.5040685563571303,gtdb/gtdb_sketch,>NZ_JACIVH010000001.1 Limosilactobacillus sp. BG-AF3-A scaffold1 whole genome shotgun sequence,0e6b157cfff4ea1879a3f132a5eb13a9,0.21026156941649898,60000,50,3248000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8466884588111494,0.9509409402810539,0.8988146995461017,0.9509409402810539,False,184,82043,129558
1436000,0.019742902316628858,0.009336767546683838,0.0007974152746270709,0.0006792324673119375,1.5172413793103448,1.0,0.6497049545316128,gtdb/gtdb_sketch,>NZ_CP014282.1 Bacillus thuringiensis strain Bt185 chromosome complete genome,e734744bf453ccaa7f008784e4db0ab2,0.23116548615582744,58000,51,3190000,isolates/isolate_jumbo_1.fastq.gz,,c3fda5bc,72735000,31,DNA,1000,72735,True,0.8810757697078146,0.9538528614299382,0.9174643155688764,0.9538528614299382,False,88,82131,129558
